timestep,edge_id,length,geometry,lane_id,sampled_seconds,speed,occupancy,density,flow
0.0,A11top0,189.6,"LINESTRING (203.2 2960.4, 203.2 3150)",A11top0_0,0.0,0.0,0.0,0.0,0.0
0.0,A11top0,189.6,"LINESTRING (203.2 2960.4, 203.2 3150)",A11top0_1,0.0,0.0,0.0,0.0,0.0
0.0,A1A0,229.2,"LINESTRING (196.8 439.6, 196.8 210.4)",A1A0_0,5.2,5.39,0.04,0.08,1.55232
0.0,A1A0,229.2,"LINESTRING (196.8 439.6, 196.8 210.4)",A1A0_1,94.11,9.55,0.67,1.37,47.10060000000001
0.0,A1A2,229.2,"LINESTRING (203.2 460.4, 203.2 689.6)",A1A2_0,412.81,8.22,2.94,6.0,177.55200000000002
0.0,A1A2,229.2,"LINESTRING (203.2 460.4, 203.2 689.6)",A1A2_1,70.45,7.92,0.5,1.02,29.082240000000002
0.0,A1B1,279.2,"LINESTRING (210.4 446.79999999999995, 489.6 446.79999999999995)",A1B1_0,127.88,11.1,0.75,1.53,61.1388
0.0,A1B1,279.2,"LINESTRING (210.4 446.79999999999995, 489.6 446.79999999999995)",A1B1_1,103.06,8.57,0.6,1.23,37.94796
0.0,A1left1,189.6,"LINESTRING (189.6 453.20000000000005, 0 453.20000000000005)",A1left1_0,0.0,0.0,0.0,0.0,0.0
0.0,A1left1,189.6,"LINESTRING (189.6 453.20000000000005, 0 453.20000000000005)",A1left1_1,0.0,0.0,0.0,0.0,0.0
0.0,A2A1,229.2,"LINESTRING (196.8 689.6, 196.8 460.4)",A2A1_0,94.42,6.52,0.68,1.37,32.156639999999996
0.0,A2A1,229.2,"LINESTRING (196.8 689.6, 196.8 460.4)",A2A1_1,149.9,8.21,1.07,2.18,64.43208000000001
0.0,A2A3,229.2,"LINESTRING (203.2 710.4, 203.2 939.6)",A2A3_0,343.05,8.4,2.45,4.99,150.8976
0.0,A2A3,229.2,"LINESTRING (203.2 710.4, 203.2 939.6)",A2A3_1,77.52,7.95,0.55,1.13,32.340599999999995
0.0,A2B2,279.2,"LINESTRING (210.4 696.8, 489.6 696.8)",A2B2_0,158.39,11.23,0.92,1.89,76.40892000000001
0.0,A2B2,279.2,"LINESTRING (210.4 696.8, 489.6 696.8)",A2B2_1,60.3,11.66,0.35,0.72,30.22272
0.0,A2left2,189.6,"LINESTRING (189.6 703.2, 0 703.2)",A2left2_0,0.0,0.0,0.0,0.0,0.0
0.0,A2left2,189.6,"LINESTRING (189.6 703.2, 0 703.2)",A2left2_1,0.0,0.0,0.0,0.0,0.0
0.0,A3A2,229.2,"LINESTRING (196.8 939.6, 196.8 710.4)",A3A2_0,65.33,13.58,0.46,0.95,46.443599999999996
0.0,A3A2,229.2,"LINESTRING (196.8 939.6, 196.8 710.4)",A3A2_1,39.49,13.07,0.28,0.57,26.819639999999996
0.0,A3A4,229.2,"LINESTRING (203.2 960.4, 203.2 1189.6)",A3A4_0,384.44,8.79,2.74,5.59,176.88995999999997
0.0,A3A4,229.2,"LINESTRING (203.2 960.4, 203.2 1189.6)",A3A4_1,101.74,7.79,0.73,1.48,41.50512
0.0,A3B3,279.2,"LINESTRING (210.4 946.8, 489.6 946.8)",A3B3_0,52.69,10.82,0.31,0.63,24.539760000000005
0.0,A3B3,279.2,"LINESTRING (210.4 946.8, 489.6 946.8)",A3B3_1,53.29,6.5,0.31,0.64,14.976
0.0,A3left3,189.6,"LINESTRING (189.6 953.2, 0 953.2)",A3left3_0,0.0,0.0,0.0,0.0,0.0
0.0,A3left3,189.6,"LINESTRING (189.6 953.2, 0 953.2)",A3left3_1,0.0,0.0,0.0,0.0,0.0
0.0,A4A3,229.2,"LINESTRING (196.8 1189.6, 196.8 960.4)",A4A3_0,151.36,6.84,1.08,2.2,54.1728
0.0,A4A3,229.2,"LINESTRING (196.8 1189.6, 196.8 960.4)",A4A3_1,119.55,4.97,0.85,1.74,31.13208
0.0,A4A5,229.2,"LINESTRING (203.2 1210.4, 203.2 1439.6)",A4A5_0,320.02,9.34,2.28,4.65,156.35160000000002
0.0,A4A5,229.2,"LINESTRING (203.2 1210.4, 203.2 1439.6)",A4A5_1,32.17,9.86,0.22,0.47,16.68312
0.0,A4B4,279.2,"LINESTRING (210.4 1196.8000000000002, 489.6 1196.8000000000002)",A4B4_0,166.96,9.6,0.98,1.99,68.7744
0.0,A4B4,279.2,"LINESTRING (210.4 1196.8000000000002, 489.6 1196.8000000000002)",A4B4_1,150.35,8.38,0.86,1.79,54.00072000000001
0.0,A4left4,189.6,"LINESTRING (189.6 1203.1999999999998, 0 1203.1999999999998)",A4left4_0,0.0,0.0,0.0,0.0,0.0
0.0,A4left4,189.6,"LINESTRING (189.6 1203.1999999999998, 0 1203.1999999999998)",A4left4_1,0.0,0.0,0.0,0.0,0.0
0.0,A5A4,229.2,"LINESTRING (196.8 1439.6, 196.8 1210.4)",A5A4_0,112.14,10.24,0.8,1.63,60.08832
0.0,A5A4,229.2,"LINESTRING (196.8 1439.6, 196.8 1210.4)",A5A4_1,123.24,8.38,0.86,1.79,54.00072000000001
0.0,A5A6,229.2,"LINESTRING (203.2 1460.4, 203.2 1689.6)",A5A6_0,257.8,8.74,1.84,3.75,117.99000000000001
0.0,A5A6,229.2,"LINESTRING (203.2 1460.4, 203.2 1689.6)",A5A6_1,19.22,4.29,0.13,0.28,4.324320000000001
0.0,A5B5,279.2,"LINESTRING (210.4 1446.8000000000002, 489.6 1446.8000000000002)",A5B5_0,193.6,12.19,1.13,2.31,101.37204
0.0,A5B5,279.2,"LINESTRING (210.4 1446.8000000000002, 489.6 1446.8000000000002)",A5B5_1,43.94,10.79,0.25,0.52,20.198880000000003
0.0,A5left5,189.6,"LINESTRING (189.6 1453.1999999999998, 0 1453.1999999999998)",A5left5_0,0.0,0.0,0.0,0.0,0.0
0.0,A5left5,189.6,"LINESTRING (189.6 1453.1999999999998, 0 1453.1999999999998)",A5left5_1,32.68,11.91,0.27,0.57,24.439320000000002
0.0,A6A5,229.2,"LINESTRING (196.8 1689.6, 196.8 1460.4)",A6A5_0,177.03,7.55,1.27,2.57,69.8526
0.0,A6A5,229.2,"LINESTRING (196.8 1689.6, 196.8 1460.4)",A6A5_1,149.49,5.31,0.98,2.17,41.481719999999996
0.0,A6A7,229.2,"LINESTRING (203.2 1710.4, 203.2 1939.6)",A6A7_0,280.45,8.68,2.0,4.08,127.49184000000001
0.0,A6A7,229.2,"LINESTRING (203.2 1710.4, 203.2 1939.6)",A6A7_1,51.54,6.78,0.37,0.75,18.306
0.0,A6B6,279.2,"LINESTRING (210.4 1696.8000000000002, 489.6 1696.8000000000002)",A6B6_0,186.35,11.98,1.09,2.22,95.74416000000001
0.0,A6B6,279.2,"LINESTRING (210.4 1696.8000000000002, 489.6 1696.8000000000002)",A6B6_1,34.13,11.83,0.2,0.41,17.46108
0.0,A6left6,189.6,"LINESTRING (189.6 1703.1999999999998, 0 1703.1999999999998)",A6left6_0,13.68,13.92,0.12,0.24,12.02688
0.0,A6left6,189.6,"LINESTRING (189.6 1703.1999999999998, 0 1703.1999999999998)",A6left6_1,0.0,0.0,0.0,0.0,0.0
0.0,A7A6,229.2,"LINESTRING (196.8 1939.6, 196.8 1710.4)",A7A6_0,244.74,8.62,1.75,3.56,110.47391999999999
0.0,A7A6,229.2,"LINESTRING (196.8 1939.6, 196.8 1710.4)",A7A6_1,287.6,7.75,2.04,4.18,116.622
0.0,A7A8,229.2,"LINESTRING (203.2 1960.4, 203.2 2189.6)",A7A8_0,278.23,7.64,1.99,4.05,111.39119999999998
0.0,A7A8,229.2,"LINESTRING (203.2 1960.4, 203.2 2189.6)",A7A8_1,18.48,15.17,0.13,0.27,14.74524
0.0,A7B7,279.2,"LINESTRING (210.4 1946.8000000000002, 489.6 1946.8000000000002)",A7B7_0,256.73,8.8,1.5,3.07,97.25760000000001
0.0,A7B7,279.2,"LINESTRING (210.4 1946.8000000000002, 489.6 1946.8000000000002)",A7B7_1,57.12,11.58,0.33,0.68,28.347840000000005
0.0,A7left7,189.6,"LINESTRING (189.6 1953.1999999999998, 0 1953.1999999999998)",A7left7_0,13.34,14.22,0.11,0.23,11.77416
0.0,A7left7,189.6,"LINESTRING (189.6 1953.1999999999998, 0 1953.1999999999998)",A7left7_1,0.0,0.0,0.0,0.0,0.0
0.0,A8A7,229.2,"LINESTRING (196.8 2189.6, 196.8 1960.4)",A8A7_0,167.72,12.24,1.19,2.44,107.51616
0.0,A8A7,229.2,"LINESTRING (196.8 2189.6, 196.8 1960.4)",A8A7_1,139.55,12.04,0.98,2.03,87.98831999999999
0.0,A8A9,229.2,"LINESTRING (203.2 2210.4, 203.2 2439.6)",A8A9_0,225.9,9.21,1.61,3.29,109.08324000000002
0.0,A8A9,229.2,"LINESTRING (203.2 2210.4, 203.2 2439.6)",A8A9_1,18.17,11.81,0.13,0.26,11.054160000000001
0.0,A8B8,279.2,"LINESTRING (210.4 2196.8, 489.6 2196.8)",A8B8_0,173.23,9.93,1.01,2.07,73.99835999999999
0.0,A8B8,279.2,"LINESTRING (210.4 2196.8, 489.6 2196.8)",A8B8_1,50.91,10.68,0.29,0.61,23.45328
0.0,A8left8,189.6,"LINESTRING (189.6 2203.2, 0 2203.2)",A8left8_0,12.34,15.58,0.11,0.22,12.339360000000001
0.0,A8left8,189.6,"LINESTRING (189.6 2203.2, 0 2203.2)",A8left8_1,0.0,0.0,0.0,0.0,0.0
0.0,A9A10,229.2,"LINESTRING (203.2 2460.4, 203.2 2689.6)",A9A10_0,101.95,11.25,0.73,1.48,59.94
0.0,A9A10,229.2,"LINESTRING (203.2 2460.4, 203.2 2689.6)",A9A10_1,0.0,0.0,0.0,0.0,0.0
0.0,A9A8,229.2,"LINESTRING (196.8 2439.6, 196.8 2210.4)",A9A8_0,213.96,7.7,1.54,3.11,86.20920000000001
0.0,A9A8,229.2,"LINESTRING (196.8 2439.6, 196.8 2210.4)",A9A8_1,204.46,7.84,1.45,2.97,83.82528
0.0,A9B9,279.2,"LINESTRING (210.4 2446.8, 489.6 2446.8)",A9B9_0,308.21,11.18,1.8,3.68,148.11264
0.0,A9B9,279.2,"LINESTRING (210.4 2446.8, 489.6 2446.8)",A9B9_1,35.61,10.68,0.21,0.43,16.53264
0.0,A9left9,189.6,"LINESTRING (189.6 2453.2, 0 2453.2)",A9left9_0,0.0,0.0,0.0,0.0,0.0
0.0,A9left9,189.6,"LINESTRING (189.6 2453.2, 0 2453.2)",A9left9_1,0.0,0.0,0.0,0.0,0.0
0.0,B0A0,279.2,"LINESTRING (489.6 203.2, 210.4 203.2)",B0A0_0,214.34,7.05,1.26,2.56,64.97279999999999
0.0,B0A0,279.2,"LINESTRING (489.6 203.2, 210.4 203.2)",B0A0_1,0.0,0.0,0.0,0.0,0.0
0.0,B0B1,229.2,"LINESTRING (503.20000000000005 210.4, 503.20000000000005 439.6)",B0B1_0,130.76,10.52,0.92,1.9,71.9568
0.0,B0B1,229.2,"LINESTRING (503.20000000000005 210.4, 503.20000000000005 439.6)",B0B1_1,40.95,11.94,0.29,0.6,25.7904
0.0,B0C0,279.2,"LINESTRING (510.4 196.8, 789.6 196.8)",B0C0_0,85.13,12.23,0.5,1.02,44.90856000000001
0.0,B0C0,279.2,"LINESTRING (510.4 196.8, 789.6 196.8)",B0C0_1,182.94,9.76,1.05,2.18,76.59648000000001
0.0,B0bottom1,189.6,"LINESTRING (496.79999999999995 189.6, 496.79999999999995 0)",B0bottom1_0,0.0,0.0,0.0,0.0,0.0
0.0,B0bottom1,189.6,"LINESTRING (496.79999999999995 189.6, 496.79999999999995 0)",B0bottom1_1,14.12,13.45,0.12,0.25,12.105
0.0,B10A10,279.2,"LINESTRING (489.6 2703.2, 210.4 2703.2)",B10A10_0,44.85,8.53,0.26,0.54,16.58232
0.0,B10A10,279.2,"LINESTRING (489.6 2703.2, 210.4 2703.2)",B10A10_1,118.05,9.39,0.69,1.41,47.66364
0.0,B10B11,229.2,"LINESTRING (503.20000000000005 2710.4, 503.20000000000005 2939.6)",B10B11_0,37.18,12.46,0.26,0.54,24.222240000000003
0.0,B10B11,229.2,"LINESTRING (503.20000000000005 2710.4, 503.20000000000005 2939.6)",B10B11_1,0.0,0.0,0.0,0.0,0.0
0.0,B10B9,229.2,"LINESTRING (496.79999999999995 2689.6, 496.79999999999995 2460.4)",B10B9_0,143.44,8.24,1.02,2.09,61.99776
0.0,B10B9,229.2,"LINESTRING (496.79999999999995 2689.6, 496.79999999999995 2460.4)",B10B9_1,81.31,9.13,0.56,1.18,38.78424
0.0,B10C10,279.2,"LINESTRING (510.4 2696.8, 789.6 2696.8)",B10C10_0,307.46,7.6,1.8,3.67,100.4112
0.0,B10C10,279.2,"LINESTRING (510.4 2696.8, 789.6 2696.8)",B10C10_1,66.91,11.75,0.39,0.8,33.84
0.0,B11A11,279.2,"LINESTRING (489.6 2953.2, 210.4 2953.2)",B11A11_0,81.63,8.74,0.48,0.97,30.52008
0.0,B11A11,279.2,"LINESTRING (489.6 2953.2, 210.4 2953.2)",B11A11_1,122.99,10.16,0.72,1.47,53.76672
0.0,B11B10,229.2,"LINESTRING (496.79999999999995 2939.6, 496.79999999999995 2710.4)",B11B10_0,33.25,7.73,0.24,0.48,13.35744
0.0,B11B10,229.2,"LINESTRING (496.79999999999995 2939.6, 496.79999999999995 2710.4)",B11B10_1,64.03,11.19,0.45,0.93,37.46412
0.0,B11C11,279.2,"LINESTRING (510.4 2946.8, 789.6 2946.8)",B11C11_0,164.33,10.37,0.96,1.96,73.17072
0.0,B11C11,279.2,"LINESTRING (510.4 2946.8, 789.6 2946.8)",B11C11_1,0.0,0.0,0.0,0.0,0.0
0.0,B11top1,189.6,"LINESTRING (503.20000000000005 2960.4, 503.20000000000005 3150)",B11top1_0,0.0,0.0,0.0,0.0,0.0
0.0,B11top1,189.6,"LINESTRING (503.20000000000005 2960.4, 503.20000000000005 3150)",B11top1_1,0.0,0.0,0.0,0.0,0.0
0.0,B1A1,279.2,"LINESTRING (489.6 453.20000000000005, 210.4 453.20000000000005)",B1A1_0,199.5,9.99,1.16,2.38,85.59432
0.0,B1A1,279.2,"LINESTRING (489.6 453.20000000000005, 210.4 453.20000000000005)",B1A1_1,19.55,13.54,0.11,0.23,11.211120000000001
0.0,B1B0,229.2,"LINESTRING (496.79999999999995 439.6, 496.79999999999995 210.4)",B1B0_0,4.98,5.37,0.03,0.07,1.3532400000000002
0.0,B1B0,229.2,"LINESTRING (496.79999999999995 439.6, 496.79999999999995 210.4)",B1B0_1,49.28,8.86,0.35,0.72,22.96512
0.0,B1B2,229.2,"LINESTRING (503.20000000000005 460.4, 503.20000000000005 689.6)",B1B2_0,338.71,9.28,2.43,4.93,164.70144
0.0,B1B2,229.2,"LINESTRING (503.20000000000005 460.4, 503.20000000000005 689.6)",B1B2_1,44.55,11.84,0.31,0.65,27.705600000000004
0.0,B1C1,279.2,"LINESTRING (510.4 446.79999999999995, 789.6 446.79999999999995)",B1C1_0,243.69,9.75,1.43,2.91,102.141
0.0,B1C1,279.2,"LINESTRING (510.4 446.79999999999995, 789.6 446.79999999999995)",B1C1_1,103.29,12.57,0.6,1.23,55.659960000000005
0.0,B2A2,279.2,"LINESTRING (489.6 703.2, 210.4 703.2)",B2A2_0,114.9,10.53,0.68,1.37,51.933960000000006
0.0,B2A2,279.2,"LINESTRING (489.6 703.2, 210.4 703.2)",B2A2_1,37.23,7.63,0.22,0.44,12.08592
0.0,B2B1,229.2,"LINESTRING (496.79999999999995 689.6, 496.79999999999995 460.4)",B2B1_0,118.94,10.2,0.84,1.73,63.5256
0.0,B2B1,229.2,"LINESTRING (496.79999999999995 689.6, 496.79999999999995 460.4)",B2B1_1,95.69,8.92,0.67,1.39,44.63568
0.0,B2B3,229.2,"LINESTRING (503.20000000000005 710.4, 503.20000000000005 939.6)",B2B3_0,316.23,8.52,2.25,4.6,141.0912
0.0,B2B3,229.2,"LINESTRING (503.20000000000005 710.4, 503.20000000000005 939.6)",B2B3_1,54.36,5.78,0.39,0.79,16.43832
0.0,B2C2,279.2,"LINESTRING (510.4 696.8, 789.6 696.8)",B2C2_0,114.38,11.78,0.66,1.37,58.098960000000005
0.0,B2C2,279.2,"LINESTRING (510.4 696.8, 789.6 696.8)",B2C2_1,285.12,9.95,1.63,3.4,121.788
0.0,B3A3,279.2,"LINESTRING (489.6 953.2, 210.4 953.2)",B3A3_0,127.52,9.17,0.75,1.52,50.17824
0.0,B3A3,279.2,"LINESTRING (489.6 953.2, 210.4 953.2)",B3A3_1,39.82,12.9,0.23,0.48,22.2912
0.0,B3B2,229.2,"LINESTRING (496.79999999999995 939.6, 496.79999999999995 710.4)",B3B2_0,80.06,8.0,0.57,1.16,33.408
0.0,B3B2,229.2,"LINESTRING (496.79999999999995 939.6, 496.79999999999995 710.4)",B3B2_1,211.02,8.01,1.47,3.07,88.52651999999999
0.0,B3B4,229.2,"LINESTRING (503.20000000000005 960.4, 503.20000000000005 1189.6)",B3B4_0,304.22,8.73,2.17,4.42,138.91176000000002
0.0,B3B4,229.2,"LINESTRING (503.20000000000005 960.4, 503.20000000000005 1189.6)",B3B4_1,92.63,6.51,0.66,1.35,31.6386
0.0,B3C3,279.2,"LINESTRING (510.4 946.8, 789.6 946.8)",B3C3_0,102.55,8.28,0.6,1.22,36.36576
0.0,B3C3,279.2,"LINESTRING (510.4 946.8, 789.6 946.8)",B3C3_1,0.0,0.0,0.0,0.0,0.0
0.0,B4A4,279.2,"LINESTRING (489.6 1203.1999999999998, 210.4 1203.1999999999998)",B4A4_0,59.25,13.5,0.34,0.71,34.506
0.0,B4A4,279.2,"LINESTRING (489.6 1203.1999999999998, 210.4 1203.1999999999998)",B4A4_1,27.6,12.38,0.16,0.33,14.707440000000002
0.0,B4B3,229.2,"LINESTRING (496.79999999999995 1189.6, 496.79999999999995 960.4)",B4B3_0,128.99,8.65,0.92,1.88,58.5432
0.0,B4B3,229.2,"LINESTRING (496.79999999999995 1189.6, 496.79999999999995 960.4)",B4B3_1,144.97,8.12,1.04,2.11,61.67952
0.0,B4B5,229.2,"LINESTRING (503.20000000000005 1210.4, 503.20000000000005 1439.6)",B4B5_0,331.25,8.21,2.37,4.82,142.45992000000004
0.0,B4B5,229.2,"LINESTRING (503.20000000000005 1210.4, 503.20000000000005 1439.6)",B4B5_1,120.83,8.32,0.85,1.76,52.715520000000005
0.0,B4C4,279.2,"LINESTRING (510.4 1196.8000000000002, 789.6 1196.8000000000002)",B4C4_0,329.68,9.81,1.93,3.94,139.14504
0.0,B4C4,279.2,"LINESTRING (510.4 1196.8000000000002, 789.6 1196.8000000000002)",B4C4_1,220.21,10.91,1.28,2.63,103.29588000000001
0.0,B5A5,279.2,"LINESTRING (489.6 1453.1999999999998, 210.4 1453.1999999999998)",B5A5_0,32.86,11.42,0.19,0.39,16.03368
0.0,B5A5,279.2,"LINESTRING (489.6 1453.1999999999998, 210.4 1453.1999999999998)",B5A5_1,34.69,13.62,0.2,0.41,20.103119999999997
0.0,B5B4,229.2,"LINESTRING (496.79999999999995 1439.6, 496.79999999999995 1210.4)",B5B4_0,193.05,8.17,1.38,2.81,82.64771999999999
0.0,B5B4,229.2,"LINESTRING (496.79999999999995 1439.6, 496.79999999999995 1210.4)",B5B4_1,289.51,8.08,2.04,4.21,122.46048
0.0,B5B6,229.2,"LINESTRING (503.20000000000005 1460.4, 503.20000000000005 1689.6)",B5B6_0,305.1,8.51,2.17,4.44,136.02384
0.0,B5B6,229.2,"LINESTRING (503.20000000000005 1460.4, 503.20000000000005 1689.6)",B5B6_1,143.44,7.91,1.02,2.09,59.51484
0.0,B5C5,279.2,"LINESTRING (510.4 1446.8000000000002, 789.6 1446.8000000000002)",B5C5_0,325.63,8.59,1.91,3.89,120.29436
0.0,B5C5,279.2,"LINESTRING (510.4 1446.8000000000002, 789.6 1446.8000000000002)",B5C5_1,144.88,6.09,0.85,1.73,37.92852
0.0,B6A6,279.2,"LINESTRING (489.6 1703.1999999999998, 210.4 1703.1999999999998)",B6A6_0,68.96,10.3,0.4,0.82,30.405600000000003
0.0,B6A6,279.2,"LINESTRING (489.6 1703.1999999999998, 210.4 1703.1999999999998)",B6A6_1,19.81,13.78,0.12,0.24,11.905919999999998
0.0,B6B5,229.2,"LINESTRING (496.79999999999995 1689.6, 496.79999999999995 1460.4)",B6B5_0,229.12,8.8,1.64,3.33,105.49440000000001
0.0,B6B5,229.2,"LINESTRING (496.79999999999995 1689.6, 496.79999999999995 1460.4)",B6B5_1,185.71,7.93,1.32,2.7,77.0796
0.0,B6B7,229.2,"LINESTRING (503.20000000000005 1710.4, 503.20000000000005 1939.6)",B6B7_0,352.7,8.68,2.51,5.13,160.30224
0.0,B6B7,229.2,"LINESTRING (503.20000000000005 1710.4, 503.20000000000005 1939.6)",B6B7_1,86.05,8.84,0.61,1.25,39.78
0.0,B6C6,279.2,"LINESTRING (510.4 1696.8000000000002, 789.6 1696.8000000000002)",B6C6_0,269.85,11.33,1.57,3.22,131.33736000000002
0.0,B6C6,279.2,"LINESTRING (510.4 1696.8000000000002, 789.6 1696.8000000000002)",B6C6_1,54.16,8.45,0.31,0.65,19.773
0.0,B7A7,279.2,"LINESTRING (489.6 1953.1999999999998, 210.4 1953.1999999999998)",B7A7_0,143.19,8.84,0.84,1.71,54.41904
0.0,B7A7,279.2,"LINESTRING (489.6 1953.1999999999998, 210.4 1953.1999999999998)",B7A7_1,216.4,7.28,1.26,2.58,67.61664
0.0,B7B6,229.2,"LINESTRING (496.79999999999995 1939.6, 496.79999999999995 1710.4)",B7B6_0,232.23,9.03,1.65,3.38,109.87703999999998
0.0,B7B6,229.2,"LINESTRING (496.79999999999995 1939.6, 496.79999999999995 1710.4)",B7B6_1,74.22,11.7,0.52,1.08,45.4896
0.0,B7B8,229.2,"LINESTRING (503.20000000000005 1960.4, 503.20000000000005 2189.6)",B7B8_0,271.88,6.74,1.95,3.95,95.84280000000001
0.0,B7B8,229.2,"LINESTRING (503.20000000000005 1960.4, 503.20000000000005 2189.6)",B7B8_1,106.05,8.97,0.75,1.54,49.72968
0.0,B7C7,279.2,"LINESTRING (510.4 1946.8000000000002, 789.6 1946.8000000000002)",B7C7_0,312.29,9.95,1.82,3.73,133.6086
0.0,B7C7,279.2,"LINESTRING (510.4 1946.8000000000002, 789.6 1946.8000000000002)",B7C7_1,80.1,7.8,0.46,0.96,26.956799999999998
0.0,B8A8,279.2,"LINESTRING (489.6 2203.2, 210.4 2203.2)",B8A8_0,84.04,7.97,0.49,1.0,28.692
0.0,B8A8,279.2,"LINESTRING (489.6 2203.2, 210.4 2203.2)",B8A8_1,106.82,12.25,0.62,1.28,56.448
0.0,B8B7,229.2,"LINESTRING (496.79999999999995 2189.6, 496.79999999999995 1960.4)",B8B7_0,215.57,9.0,1.54,3.14,101.736
0.0,B8B7,229.2,"LINESTRING (496.79999999999995 2189.6, 496.79999999999995 1960.4)",B8B7_1,82.28,4.7,0.58,1.2,20.304000000000002
0.0,B8B9,229.2,"LINESTRING (503.20000000000005 2210.4, 503.20000000000005 2439.6)",B8B9_0,327.73,9.53,2.33,4.77,163.64916
0.0,B8B9,229.2,"LINESTRING (503.20000000000005 2210.4, 503.20000000000005 2439.6)",B8B9_1,14.9,8.25,0.1,0.22,6.534
0.0,B8C8,279.2,"LINESTRING (510.4 2196.8, 789.6 2196.8)",B8C8_0,404.39,9.18,2.38,4.83,159.62184000000002
0.0,B8C8,279.2,"LINESTRING (510.4 2196.8, 789.6 2196.8)",B8C8_1,148.81,9.2,0.87,1.78,58.953599999999994
0.0,B9A9,279.2,"LINESTRING (489.6 2453.2, 210.4 2453.2)",B9A9_0,44.57,13.5,0.26,0.53,25.758000000000003
0.0,B9A9,279.2,"LINESTRING (489.6 2453.2, 210.4 2453.2)",B9A9_1,39.95,13.22,0.23,0.48,22.844160000000002
0.0,B9B10,229.2,"LINESTRING (503.20000000000005 2460.4, 503.20000000000005 2689.6)",B9B10_0,218.25,7.32,1.56,3.17,83.53584
0.0,B9B10,229.2,"LINESTRING (503.20000000000005 2460.4, 503.20000000000005 2689.6)",B9B10_1,66.43,7.91,0.48,0.97,27.621720000000003
0.0,B9B8,229.2,"LINESTRING (496.79999999999995 2439.6, 496.79999999999995 2210.4)",B9B8_0,156.19,9.53,1.11,2.27,77.87916
0.0,B9B8,229.2,"LINESTRING (496.79999999999995 2439.6, 496.79999999999995 2210.4)",B9B8_1,133.89,9.84,0.86,1.95,69.07679999999999
0.0,B9C9,279.2,"LINESTRING (510.4 2446.8, 789.6 2446.8)",B9C9_0,443.38,9.61,2.6,5.29,183.01283999999998
